ID,Title,Template,Date,Link,Categories
293221,Unpaid leave due to domestic or sexual violence poster,document,2023-04-17 09:50:55,www.phila.gov/documents/unpaid-leave-due-to-domestic-or-sexual-violence-poster/,Philadelphia Commission on Human Relations
291960,Mechanical Street Cleaning program documents,document,2023-04-05 22:53:35,www.phila.gov/documents/mechanical-street-cleaning-program-documents/,Department of Streets
291485,Framing the Future of the Roundhouse,document,2023-04-03 09:58:08,www.phila.gov/documents/framing-the-future-of-the-roundhouse/,Department of Planning and Development;Philadelphia City Planning Commission
291172,"Diversity, equity, and inclusion plan template and tool",document,2023-03-30 10:52:20,www.phila.gov/documents/diversity-equity-and-inclusion-plan-template-and-tool/,"Office of Diversity, Equity and Inclusion"
290238,Special inspections program webinar slides,document,2023-03-22 14:14:56,www.phila.gov/documents/special-inspections-program-webinar-slides/,Department of Licenses and Inspections
290089,"Diversity, equity, and inclusion plans for City agencies",document,2023-03-22 09:41:42,www.phila.gov/documents/diversity-equity-and-inclusion-plans-for-city-departments/,"Office of Diversity, Equity and Inclusion"
289346,Parking at Parks & Rec sites,document,2023-03-15 16:52:50,www.phila.gov/documents/parking-at-parks-rec-sites/,Philadelphia Parks &amp; Recreation
289204,Digital Skills Classes Spring 2023,document,2023-03-15 11:44:15,www.phila.gov/documents/digital-skills-classes-spring-2023/,Office of Innovation and Technology;PHLConnectED
284269,Eastwick town hall meeting slides,document,2023-03-14 15:31:31,www.phila.gov/documents/eastwick-town-hall-meeting-slides/,Office of Sustainability
288879,Bus Lane Enforcement Report,document,2023-03-10 19:06:39,www.phila.gov/documents/bus-lane-enforcement-report/,"Office of Transportation, Infrastructure, and Sustainability"
288751,Office of Emergency Management Annual Reports and Fact Sheets,document,2023-03-10 09:11:11,www.phila.gov/documents/office-of-emergency-management-annual-reports-and-fact-sheets/,Office of Emergency Management
288459,PHLConnectED 2023 Announcements,document,2023-03-09 13:10:47,www.phila.gov/documents/phlconnected-2023-announcements/,Office of Innovation and Technology;PHLConnectED
287953,Crime prevention tips for your business and employees,document,2023-03-06 21:55:43,www.phila.gov/documents/crime-prevention-tip-sheets/,Department of Commerce;Philadelphia Police Department
287655,Budgeting for Racial Equity Summary,document,2023-03-03 12:33:07,www.phila.gov/documents/budgeting-for-racial-equity-summary/,Mayor's Office for People with Disabilities
287467,2021 Tiered Assistance Program report,document,2023-03-02 11:54:28,www.phila.gov/documents/2021-tiered-assistance-program-report/,Department of Revenue
287421,Child Tax Credit (CTC) resources,document,2023-03-02 11:30:54,www.phila.gov/documents/child-tax-credit-ctc-resources/,Department of Revenue
287095,Mayor Kenney’s Fiscal Year 2024 Budget,document,2023-03-01 11:38:27,www.phila.gov/documents/mayor-kenneys-fiscal-year-2024-budget/,Office of the Director of Finance;Office of the Mayor
287026,City Resource Group Year in Review Documents,document,2023-02-28 17:12:01,www.phila.gov/documents/city-resource-group-year-in-review-documents/,"Office of Diversity, Equity and Inclusion"
286296,Indego Equity Plan 2023,document,2023-02-22 17:54:51,www.phila.gov/documents/indego_equity_plan_2023/,"Office of Transportation, Infrastructure, and Sustainability"
285431,Community Advisory Committee (CAC) overview and procedures,document,2023-02-15 14:54:19,www.phila.gov/documents/community-advisory-committee-cac-organization-overview/,Office of Criminal Justice
284635,Municipal High Performance Building Guidelines,document,2023-02-13 15:12:00,www.phila.gov/documents/municipal-high-performance-building-guidelines/,Municipal Energy Office
284415,Certified Welcoming City Designation Certification Audit Report,document,2023-02-09 13:57:44,www.phila.gov/documents/certified-welcoming-city-designation-certification-audit-report/,Office of Immigrant Affairs;Office of the Mayor
284067,Permit Navigator frequently asked questions,document,2023-02-06 14:56:01,www.phila.gov/documents/permit-navigator-frequently-asked-questions/,Office of Innovation and Technology
284016,Depository slavery era disclosures,document,2023-02-06 13:46:08,www.phila.gov/documents/depository-slavery-era-disclosures/,City Treasurer’s Office
283320,Guiding principles of the Mayor's Commission on People with Disabilities,document,2023-02-01 10:14:28,www.phila.gov/documents/guiding-principles-for-mayors-commission-on-people-with-disabilities/,Mayor's Office for People with Disabilities
282501,Tuberculosis reporting forms,document,2023-01-25 15:00:56,www.phila.gov/documents/tuberculosis-reporting-forms/,Department of Public Health
282492,Right to Counsel Annual Reports,document,2023-01-25 14:46:58,www.phila.gov/documents/right-to-counsel-annual-reports/,Health and Human Services
281688,Tower crane break resources,document,2023-01-19 16:00:59,www.phila.gov/documents/tower-crane-break-resources/,Department of Labor
280129,Same Day Work & Pay,document,2023-01-13 10:38:01,www.phila.gov/documents/same-day-work-pay/,Office of Community Empowerment and Opportunity
279813,PEACE Program resources,document,2023-01-11 10:59:56,www.phila.gov/documents/peace-program-resources/,Office of Homeless Services
279807,2022 Business Income & Receipts Tax (BIRT) forms,document,2023-01-11 10:46:44,www.phila.gov/documents/2022-business-income-receipts-tax-birt-forms/,Department of Revenue
279772,2022 Net Profits Tax (NPT) forms,document,2023-01-11 09:46:09,www.phila.gov/documents/2022-net-profits-tax-npt-forms/,Department of Revenue
279662,Equity and Opportunity for All: Moving Philadelphia Forward,document,2023-01-11 09:30:47,www.phila.gov/documents/equity-and-opportunity-for-all-moving-philadelphia-forward/,Office of the Mayor
279760,2022 Earnings Tax forms,document,2023-01-11 09:30:19,www.phila.gov/documents/2022-earnings-tax-forms/,Department of Revenue
279742,2022 School Income Tax forms,document,2023-01-11 09:20:20,www.phila.gov/documents/2022-school-income-tax-forms/,Department of Revenue
278219,MOPD Year in Review,document,2022-12-29 12:15:48,www.phila.gov/documents/mopd-year-in-review/,Mayor's Office for People with Disabilities
277204,Food access and BenePhilly postcard,document,2022-12-21 09:10:10,www.phila.gov/documents/food-access-and-benephilly-postcard/,Office of Children and Families
276667,Excavation contractor license requirements / enforcement webinar slides,document,2022-12-14 15:32:12,www.phila.gov/documents/excavation-contractor-license-requirements-enforcement-webinar-slides/,Department of Licenses and Inspections
276216,MV Realty consumer alerts,document,2022-12-13 12:21:11,www.phila.gov/documents/mv-realty-consumer-alerts/,Philadelphia Consumer Financial Protection Task Force
275903,Cocaine Action Kit - for Clinicians,document,2022-12-08 12:28:16,www.phila.gov/documents/cocaine-action-kit/,Department of Public Health
274627,Demolition permit and adjacent property protection webinar slides,document,2022-11-29 12:51:19,www.phila.gov/documents/demolition-permit-and-adjacent-property-protection-webinar-slides/,Department of Licenses and Inspections
272830,"Fleet Services diversity, equity, and inclusion mission statement",document,2022-11-14 14:35:39,www.phila.gov/documents/fleet-services-diversity-equity-and-inclusion-mission-statement/,Department of Fleet Services
272800,2022 Philadelphia Investor Conference presentations,document,2022-11-14 14:11:45,www.phila.gov/documents/2022-philadelphia-investor-conference-presentations/,Investor information
272192,Budget Community Focus Groups Flyers for FY24,document,2022-11-10 14:56:39,www.phila.gov/documents/budget-community-focus-groups-flyers-for-fy24/,Office of the Director of Finance
272547,Philadelphia Resilience Project archives,document,2022-11-10 13:05:23,www.phila.gov/documents/philadelphia-resilience-project-archives/,Office of the Mayor
255528,Excavation permit and adjacent property protection webinar slides,document,2022-11-10 08:24:00,www.phila.gov/documents/excavation-contractor-license-and-permit-requirements-webinar-slides/,Department of Licenses and Inspections
272456,FY 2023 Water receivable reports,document,2022-11-09 13:40:53,www.phila.gov/documents/fy-2023-water-receivable-reports/,Department of Revenue
272440,FY 2023 Taxes receivable reports,document,2022-11-09 13:22:20,www.phila.gov/documents/fy-2023-taxes-receivable-reports/,Department of Revenue
272244,Request for Proposals - PHL: Most Diverse Tech Hub,document,2022-11-07 23:24:01,www.phila.gov/documents/request-for-proposals-phl-most-diverse-tech-hub/,Department of Commerce
272172,Settlement Agreement of ADA Class Action Lawsuit,document,2022-11-07 15:10:05,www.phila.gov/documents/settlement-agreement-of-class-action-lawsuit/,Law Department
272054,Philadelphia Department of Prisons Monitor's Reports,document,2022-11-04 15:38:52,www.phila.gov/documents/philadelphia-department-of-prisons-monitors-reports/,Philadelphia Department of Prisons
227696,Leaf recycling program,document,2022-11-01 18:39:59,www.phila.gov/documents/leaf-recycling-program-frequently-asked-questions/,Department of Streets
271447,Resources for Lindley Towers residents,document,2022-10-28 19:08:12,www.phila.gov/documents/resources-for-lindley-towers-residents/,Managing Director's Office
271387,Promise Zone Sustainability Fund Grant FAQs,document,2022-10-28 10:54:43,www.phila.gov/documents/promise-zone-sustainability-fund-grant-faqs/,Office of Community Empowerment and Opportunity
270897,"Unintentional Drug Overdose Fatalities in Philadelphia, 2021",document,2022-10-26 11:39:29,www.phila.gov/documents/unintentional-drug-overdose-fatalities-in-philadelphia-2021/,Department of Public Health
267774,2021 Annual Report,document,2022-10-25 16:42:21,www.phila.gov/documents/2021-annual-report-2/,Office of Community Empowerment and Opportunity
270569,Racial Equity Action Plans,document,2022-10-24 17:44:30,www.phila.gov/documents/racial-equity-action-plans/,"Office of Diversity, Equity and Inclusion"
270307,Register of Wills requests for proposals (RFPs),document,2022-10-21 09:13:27,www.phila.gov/documents/register-of-wills-requests-for-proposals-rfps/,Register of Wills
269931,Philadelphia Streetery License Guide - Outdoor Dining Program,document,2022-10-19 12:33:58,www.phila.gov/documents/philadelphia-streetery-license-guide-outdoor-dining-program/,Department of Commerce
269730,Community Crisis Intervention Program Evaluation,document,2022-10-18 11:23:02,www.phila.gov/documents/community-crisis-intervention-program-evaluation/,Office of Criminal Justice
269250,Register of Wills fee schedule,document,2022-10-18 08:24:56,www.phila.gov/documents/register-of-wills-fee-schedule/,Register of Wills
269254,Slavery disclosures for contractors doing business with the City,document,2022-10-13 14:57:11,www.phila.gov/documents/requirements-for-doing-business-with-the-city/,Procurement Department
269153,Call for Ideas- Fair Chance Hiring Training,document,2022-10-13 08:02:13,www.phila.gov/documents/call-for-ideas-fair-chance-hiring-initiative/,Department of Commerce
268084,FY 2023 City monthly revenue collections,document,2022-10-04 13:43:08,www.phila.gov/documents/fy-2023-city-monthly-revenue-collections/,Department of Revenue
268076,FY 2023 School District monthly revenue collections,document,2022-10-04 13:21:19,www.phila.gov/documents/fy-2023-school-district-monthly-revenue-collections/,Department of Revenue
268067,FY 2023 Water Revenue monthly collections,document,2022-10-04 13:11:13,www.phila.gov/documents/fy-2023-water-revenue-monthly-collections/,Department of Revenue
267578,Smart Loading Zones project materials,document,2022-09-30 08:49:54,www.phila.gov/documents/smart-loading-zones-project-materials/,Office of Innovation and Technology
267315,Business service managers map,document,2022-09-28 14:01:23,www.phila.gov/documents/business-service-managers-map/,Department of Commerce
266559,Department of Records regulation: notary affidavits,document,2022-09-22 12:03:02,www.phila.gov/documents/department-of-records-regulation-notary-affidavits/,Department of Records
265968,Operations Transformation Fund reports,document,2022-09-20 15:53:53,www.phila.gov/documents/otf-reports/,Office of the Chief Administrative Officer;Operations Transformation Fund
265316,Center City restroom pilot survey,document,2022-09-12 16:07:37,www.phila.gov/documents/center-city-restroom-pilot-survey/,Health and Human Services
264752,Mpox Outbreak Response Plan,document,2022-09-08 09:32:53,www.phila.gov/documents/monkeypox-outbreak-response-plan/,Department of Public Health
264318,"Office of Diversity, Equity and Inclusion Primer Series",document,2022-09-06 10:54:18,www.phila.gov/documents/office-of-diversity-equity-and-inclusion-primer-series/,"Office of Diversity, Equity and Inclusion"
263596,Indego 2018 Business Plan Update,document,2022-08-31 12:34:14,www.phila.gov/documents/indego-2018-business-plan-update/,"Office of Transportation, Infrastructure, and Sustainability"
263538,Promoting equity and expansion of monkeypox vaccination services,document,2022-08-31 10:41:58,www.phila.gov/documents/promoting-equity-and-expansion-of-monkeypox-vaccination-services/,Department of Public Health;Medical Examiner's Office
263071,Find Free Food and Meals in Philadelphia,document,2022-08-26 11:03:55,www.phila.gov/documents/find-free-food-and-meals-in-philadelphia/,Office of Children and Families
262332,Philadelphia Upward Mobility Action Plan,document,2022-08-19 15:46:35,www.phila.gov/documents/philadelphia-upward-mobility-action-plan/,Office of Community Empowerment and Opportunity
261647,Excavation contractor's bond,document,2022-08-16 09:12:07,www.phila.gov/documents/excavation-contractor-license-materials/,Department of Licenses and Inspections
261403,"Interest Arbitration Award, City and AFSCME DC 33, Local 159, Local 1637",document,2022-08-12 15:12:25,www.phila.gov/documents/interest-arbitration-award-city-and-afscme-dc-33-local-159-local-1637/,Department of Labor
260823,2022 Realty Transfer Tax collection,document,2022-08-08 15:02:20,www.phila.gov/documents/2022-realty-transfer-tax-collection/,Department of Revenue
260775,2020 Community Needs Assessment,document,2022-08-08 10:37:40,www.phila.gov/documents/2020-community-needs-assessment/,Office of Community Empowerment and Opportunity
259994,Office of Homeless Services Data Requests,document,2022-07-28 15:51:54,www.phila.gov/documents/office-of-homeless-services-data-requests/,Office of Homeless Services
259855,Adult Education Information System - Notice of Privacy Practices,document,2022-07-27 11:00:53,www.phila.gov/documents/adult-education-notice-of-privacy-practices/,Office of Children and Families
259828,Philadelphia Hepatitis B & Hepatitis C Elimination Plan,document,2022-07-27 09:51:27,www.phila.gov/documents/philadelphia-hepatitis-b-hepatitis-c-elimination-plan/,Department of Public Health
259627,Safe Routes Philly traffic garden guide,document,2022-07-25 14:47:20,www.phila.gov/documents/safe-routes-philly-traffic-garden-guide/,"Office of Transportation, Infrastructure, and Sustainability"
258518,L&I's contracting requirements webinar slides,document,2022-07-15 11:56:35,www.phila.gov/documents/lis-contracting-requirements-webinar-slides/,Department of Licenses and Inspections
258013,2021 Annual report,document,2022-07-11 16:36:51,www.phila.gov/documents/2021-annual-report/,Department of Revenue
257239,Tangled title information sheet,document,2022-07-06 14:02:37,www.phila.gov/documents/tangled-title-information-sheet/,Department of Records
256992,Next Level Learning,document,2022-07-05 11:55:20,www.phila.gov/documents/next-level-learning/,Office of Children and Families
256713,HOME-ARP allocation plan,document,2022-06-30 12:36:17,www.phila.gov/documents/home-arp-draft-allocation-plan/,Office of Homeless Services
256329,Regional Community Health Needs Assessment 2019,document,2022-06-28 10:25:26,www.phila.gov/documents/regional-community-health-needs-assessment-2019/,Department of Public Health
256054,2022 Safety and Congestion Omnibus Action Plan,document,2022-06-24 11:46:16,www.phila.gov/documents/2022-safety-congestion-omnibus-action-plan/,"Office of Transportation, Infrastructure, and Sustainability"
255132,Register of Wills flyers and brochures,document,2022-06-23 14:22:45,www.phila.gov/documents/register-of-wills-flyers-and-brochures/,Register of Wills
251743,Probate Deferment Initiative Water Bill Insert,document,2022-06-23 14:08:49,www.phila.gov/documents/probate-deferment-initiative-water-bill-insert/,Register of Wills
255078,Lindbergh Boulevard safety project (58th to 84th streets),document,2022-06-16 10:22:32,www.phila.gov/documents/lindbergh-boulevard-safety-project-58th-84th-streets/,"Office of Transportation, Infrastructure, and Sustainability"
255037,Market Street repaving project (30th to 34th streets),document,2022-06-15 15:50:56,www.phila.gov/documents/market-street-repaving-project-30th-to-34th-streets/,"Office of Transportation, Infrastructure, and Sustainability"
254865,Response to the Office of the Inspector General,document,2022-06-15 12:01:30,www.phila.gov/documents/response-to-the-office-of-the-inspector-general/,Department of Public Health
254602,Heat health brochure,document,2022-06-14 13:01:22,www.phila.gov/documents/heat-health-brochure/,Department of Public Health
254603,Heat fact sheets for at-risk populations,document,2022-06-14 12:53:23,www.phila.gov/documents/heat-fact-sheets-for-at-risk-populations/,Department of Public Health
254605,Utility Assistance Resource Guide,document,2022-06-14 12:46:47,www.phila.gov/documents/utility-assistance-resources-flyer/,Department of Public Health
254604,Summer in the City – heat activity book,document,2022-06-14 12:33:40,www.phila.gov/documents/summer-in-the-city-heat-activity-book/,Department of Public Health
253640,Summer program information and flyers,document,2022-06-13 16:05:20,www.phila.gov/documents/summer-program-information-and-flyers/,Philadelphia Parks &amp; Recreation
254221,Independent Report on the History and Handling of MOVE Victims’ Remains,document,2022-06-09 14:33:14,www.phila.gov/documents/independent-report-on-the-history-and-handling-of-move-victims-remains/,Office of the Mayor
254124,Market Street repaving and complete street safety project (20th to 23rd),document,2022-06-09 10:52:54,www.phila.gov/documents/market-street-repaving-complete-street-safety-project-20th-23rd-st/,"Office of Transportation, Infrastructure, and Sustainability"
254026,Woodland Avenue Trolley Portal complete streets project,document,2022-06-08 16:19:18,www.phila.gov/documents/woodland-avenue-trolley-portal-complete-streets-project/,"Office of Transportation, Infrastructure, and Sustainability"
253810,Paper permit application information,document,2022-06-07 12:22:32,www.phila.gov/documents/paper-permit-application-information/,Department of Licenses and Inspections
252779,Report of City Suites Ticket Recipients,document,2022-05-27 14:01:07,www.phila.gov/documents/report-of-city-suites-ticket-recipients/,Office of the Mayor
251822,Safety and Justice Challenge Criminal Justice Microgrant Application,document,2022-05-24 09:48:22,www.phila.gov/documents/safety-and-justice-challenge-criminal-justice-microgrant-application/,Office of Policy and Strategic Initiatives for Criminal Justice and Public Safety
252051,"Atlas, permits, and more webinar slides",document,2022-05-23 11:25:32,www.phila.gov/documents/atlas-permits-and-more-webinar-slides/,Department of Licenses and Inspections
251804,Special Event Rapid Test Kit Distribution Requests,document,2022-05-20 09:39:15,www.phila.gov/documents/special-event-rapid-test-kit-distribution-requests/,Department of Public Health
251602,Workforce and Career Pathways Information Sheet,document,2022-05-19 14:25:28,www.phila.gov/documents/workforce-and-career-pathways-information-sheet/,Department of Labor
251466,Fairhill Neighborhood Slow Zone,document,2022-05-18 14:47:52,www.phila.gov/documents/fairhill-neighborhood-slow-zone/,Office of Sustainability
251352,2022 Wage Tax by industry,document,2022-05-17 20:22:07,www.phila.gov/documents/2022-wage-tax-by-industry/,Department of Revenue
250941,Practices and Procedures Review of the Office of Property Assessment,document,2022-05-13 15:42:53,www.phila.gov/documents/practices-and-procedures-review-of-the-office-of-property-assessment/,Office of Property Assessment
250903,Philadelphia Trail & Sidepath Maintenance Plan,document,2022-05-13 13:54:55,www.phila.gov/documents/philadelphia-trail-sidepath-maintenance-plan/,"Office of Transportation, Infrastructure, and Sustainability"
249453,Household Guide to Resources for Flooding in Philadelphia,document,2022-05-04 09:05:58,www.phila.gov/documents/household-guide-to-resources-for-flooding-in-philadelphia/,Office of Sustainability
248544,Francis J. Myers Recreation Center: Rebuild resources,document,2022-04-27 14:42:25,www.phila.gov/documents/francis-j-myers-recreation-center-rebuild-resources/,Managing Director's Office
248297,The Philadelphia Honors Diversity Flag Raising Program Guidelines,document,2022-04-25 13:28:12,www.phila.gov/documents/the-philadelphia-honors-diversity-flag-raising-program-guidelines/,Office of Immigrant Affairs;Office of the City Representative
247989,Inventories of outdoor advertising signs,document,2022-04-22 10:05:58,www.phila.gov/documents/outdoor-advertising-sign-inventory-lists/,Department of Licenses and Inspections
247368,2022 Wage Tax forms,document,2022-04-19 12:45:40,www.phila.gov/documents/2022-wage-tax-forms/,Department of Revenue
244159,Food waste reduction documents for residents,document,2022-04-19 09:01:23,www.phila.gov/documents/food-waste-reduction-documents-for-residents/,Office of Sustainability
247175,2019 Municipal Greenhouse Gas Inventory,document,2022-04-18 14:50:20,www.phila.gov/documents/2019-municipal-greenhouse-gas-inventory/,Office of Sustainability
246740,Food waste reduction documents for businesses,document,2022-04-14 12:35:03,www.phila.gov/documents/food-waste-reduction-documents-for-businesses/,Office of Sustainability
246873,COVID-19 documents and reports,document,2022-04-14 09:46:11,www.phila.gov/documents/covid-19-documents-and-reports/,Department of Public Health
236575,Do Not Solicit list,document,2022-04-08 08:06:43,www.phila.gov/documents/do-not-solicit-list/,Philadelphia Commission on Human Relations
245903,Fire Department EMS special events application,document,2022-04-06 14:08:34,www.phila.gov/documents/fire-department-ems-special-events-application/,Philadelphia Fire Department
245594,Educational Nominating Panel - rules of procedure,document,2022-04-04 15:04:47,www.phila.gov/documents/educational-nominating-panel-rules-of-procedure/,Educational Nominating Panel
245520,Board of Education application,document,2022-04-04 12:09:53,www.phila.gov/documents/board-of-education-application/,Educational Nominating Panel
245402,Educational Nominating Panel presentations,document,2022-04-03 20:51:19,www.phila.gov/documents/educational-nominating-panel-presentations/,Educational Nominating Panel
245347,Philadelphia Parking Separated Bike Lane Study,document,2022-04-01 14:47:41,www.phila.gov/documents/philadelphia-parking-separated-bike-lane-study/,"Office of Transportation, Infrastructure, and Sustainability"
245058,Educational Nominating Panel meeting agendas,document,2022-03-31 12:20:54,www.phila.gov/documents/educational-nominating-panel-meeting-agendas/,Educational Nominating Panel
244710,Mayor Kenney's Fiscal Year 2023 Budget,document,2022-03-30 14:13:23,www.phila.gov/documents/mayor-kenneys-fiscal-year-2023-budget/,Office of the Mayor
244477,Carousel House Resources,document,2022-03-29 12:13:33,www.phila.gov/documents/carousel-house-resources/,Managing Director's Office
242430,Pine Road Bridge over Pennypack Creek Rehabilitation Project,document,2022-03-28 12:23:54,www.phila.gov/documents/pine-road-bridge-over-pennypack-creek-replacement-project/,Department of Streets
244053,Virtual probate procedure,document,2022-03-28 08:28:50,www.phila.gov/documents/virtual-probate-procedure/,Register of Wills
243711,Subpoena an EMS report,document,2022-03-23 16:23:47,www.phila.gov/documents/subpoena-an-ems-report/,Philadelphia Fire Department
243715,Philadelphia Fire Department privacy policy,document,2022-03-23 16:22:35,www.phila.gov/documents/philadelphia-fire-department-privacy-policy/,Philadelphia Fire Department
243171,2021 Keystone Opportunity Zone forms,document,2022-03-21 13:45:02,www.phila.gov/documents/2021-keystone-opportunity-zone-forms/,Department of Revenue
242648,Office of the Chief Administrative Officer: Reports,document,2022-03-17 11:58:58,www.phila.gov/documents/cao-reports/,Office of the Chief Administrative Officer
214991,Parks & Rec's Inclusion Plan,document,2022-03-15 17:11:33,www.phila.gov/documents/parks-recs-inclusion-plan/,Philadelphia Parks &amp; Recreation
